objectid,calle,codigo,foto,geo_shape,geo_point_2d
363,POLIDEPORTIVO SERRERIA,1116,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1116.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3344570097351475, 39.46714782606079], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3344570097351475, 'lat': 39.46714782606079}"
364,HOSPITAL / GUILLEM DE CASTRO,112,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/112.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38333699081008477, 39.47065353355186], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38333699081008477, 'lat': 39.47065353355186}"
366,PL MUSICO MORENO GANS,1154,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1154.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33161689994598403, 39.479734998665236], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33161689994598403, 'lat': 39.479734998665236}"
368,PLAZA JOSÉ SIURANA/ADOR (CASTELLAR),1945,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1945.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3618620035444662, 39.42915725622055], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3618620035444662, 'lat': 39.42915725622055}"
531,CARTEROS / COSTA Y BORRAS,908,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/908.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38777598753213705, 39.45424270555684], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38777598753213705, 'lat': 39.45424270555684}"
533,CIUDAD DEL APRENDIZ-CAMI REAL,932,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/932.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3902899912578496, 39.440696715292724], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3902899912578496, 'lat': 39.440696715292724}"
535,CASAL DEL ESPLAI (SALER),1913,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1913.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.30768200667668916, 39.334934234037576], 'type': 'Point'}, 'properties': {}}","{'lon': -0.30768200667668916, 'lat': 39.334934234037576}"
539,CEMENTERIO GENERAL SEC 8 DCHA,C079,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C079.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39940199240170055, 39.44873428265938], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39940199240170055, 'lat': 39.44873428265938}"
540,CEMENTERIO GENERAL SEC 20-4,C124,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C124.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39978998885303996, 39.44282913146786], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39978998885303996, 'lat': 39.44282913146786}"
541,CEMENTERIO GENERAL SECC.19-31,C031,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C031.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3994289940217902, 39.45058059572297], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3994289940217902, 'lat': 39.45058059572297}"
542,CEMENTERIO GENERAL SECC.19-37,C037,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C037.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3997080019543973, 39.44998168906229], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3997080019543973, 'lat': 39.44998168906229}"
543,ALAMEDA- MUÑOZ SECA,618,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/618.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36268800470600554, 39.47240447920339], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36268800470600554, 'lat': 39.47240447920339}"
551,PLAZA MIGUEL ADLERT NOGUEROL ( PARQUE NUEVO ),729,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/729.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.41237300548698214, 39.46763229313565], 'type': 'Point'}, 'properties': {}}","{'lon': -0.41237300548698214, 'lat': 39.46763229313565}"
556,INGENIERO FAUSTO ELIO-PZA PINTOR VILLAR CORELLA (JARDÍN 1ª,1140,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1140.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3319309952024589, 39.48164367656394], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3319309952024589, 'lat': 39.48164367656394}"
557,TRAMO VII PONT DE FUSTA (FUTBOL),129,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/129.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3739730005939493, 39.47994899940308], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3739730005939493, 'lat': 39.47994899940308}"
562,PASEO MARITIMO DEL SALER 1ª-DERECHA-BIS,1949,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1949.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3234960134134444, 39.37843322623634], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3234960134134444, 'lat': 39.37843322623634}"
566,"SAN VICENTE MARTIR, 342 (CREU CUBIERTA)",917,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/917.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38590800706693257, 39.447944640379426], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38590800706693257, 'lat': 39.447944640379426}"
567,BULEVAR SUR - SAN VICENTE MARTIR,926,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/926.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3869050144690966, 39.446262359134096], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3869050144690966, 'lat': 39.446262359134096}"
573,C/ HORT D'EN CENDRA,141,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/141.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38177800010799234, 39.479230999580814], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38177800010799234, 'lat': 39.479230999580814}"
578,CASAS ADOSADAS CARPESA,1706,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1706.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3797439930686345, 39.516914367179034], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3797439930686345, 'lat': 39.516914367179034}"
584,JARDINES DE LA GLORIETA,102,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/102.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36885899362061214, 39.47247695903695], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36885899362061214, 'lat': 39.47247695903695}"
587,PAI LA TORRE ( JUNTO AL PALMERAL ),1951,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1951.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3954060077203695, 39.432643889913116], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3954060077203695, 'lat': 39.432643889913116}"
588,JARDIN GRABADOR ENGUIDANOS 43-VALL DE LA BALLESTERA,409,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/409.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39672800764961685, 39.479980468408], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39672800764961685, 'lat': 39.479980468408}"
594,PLAZA IGLESIA CAMPANAR 3,422,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/422.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3973599968160156, 39.48241424418691], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3973599968160156, 'lat': 39.48241424418691}"
598,POUET (BARRIO POUET-)CASONA HONDO,425,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/425.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40633699263807255, 39.4788856503658], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40633699263807255, 'lat': 39.4788856503658}"
600,PASEO ALAMEDA (CASILICIO-RIO),604,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/604.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36691001028980313, 39.47593688848493], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36691001028980313, 'lat': 39.47593688848493}"
606,CEMENTERIO GENERAL SEC.19-12,C012,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C012.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3978630012140002, 39.450801848250904], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3978630012140002, 'lat': 39.450801848250904}"
609,POLO Y PEYROLON / BLASCO IBAÑEZ 64,612,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/612.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35438999456620035, 39.47549819922285], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35438999456620035, 'lat': 39.47549819922285}"
614,CEMENTERIO CABAÑAL SEC. 5-3,1334,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1334.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33807998894668295, 39.47536849873093], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33807998894668295, 'lat': 39.47536849873093}"
615,TRAMO X-XI PTE ANGEL CUSTODIO,207,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/207.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3610279860684487, 39.464118956353836], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3610279860684487, 'lat': 39.464118956353836}"
618,PARQUE MARCHALENES 1ª ( JUNTO OLIVERA ),522,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/522.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38126298671793585, 39.48661422707562], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38126298671793585, 'lat': 39.48661422707562}"
620,SAN PIO IX PARQUE RAMBLETA--RETIRADA EL 24-01-2014,922,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/922.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39279899012652547, 39.44657516347463], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39279899012652547, 'lat': 39.44657516347463}"
624,CEMENTERIO GENERAL SEC 3.DCHA,C076,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C076.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3977560106186738, 39.4489517201925], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3977560106186738, 'lat': 39.4489517201925}"
639,CAMI DELS REDOLINS (PALMAR),1902,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1902.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.318340986989228, 39.30686950603036], 'type': 'Point'}, 'properties': {}}","{'lon': -0.318340986989228, 'lat': 39.30686950603036}"
465,CEMENTERIO GENERAL SECC.19-35,C035,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C035.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39957401164156664, 39.451286314710075], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39957401164156664, 'lat': 39.451286314710075}"
466,CEMENTERIO GENERAL SEC 3.IZDA,C075,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C075.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39779400879654825, 39.448280333868915], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39779400879654825, 'lat': 39.448280333868915}"
469,CEMENTERIO GENERAL SECC. 19-40,C040,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C040.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3997310098606785, 39.45138931198693], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3997310098606785, 'lat': 39.45138931198693}"
471,ERMITA DE SANTA ANA (BORBOTO),1719,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1719.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38703501210467456, 39.518409727716616], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38703501210467456, 'lat': 39.518409727716616}"
477,PLAZA IGLESIA CAMPANAR 15,423,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/423.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39687699054858483, 39.48203658992923], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39687699054858483, 'lat': 39.48203658992923}"
484,CEMENTERIO GENERAL SECC. 7 DCHA,C061,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C061.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39905398958629895, 39.4494819629192], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39905398958629895, 'lat': 39.4494819629192}"
485,CEMENTERIO GENERAL SEC. 1 IZDA,C089,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C089.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.397401004291449, 39.44709396275411], 'type': 'Point'}, 'properties': {}}","{'lon': -0.397401004291449, 'lat': 39.44709396275411}"
491,CEMENTERIO GENERAL SEC 20-5,C125,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C125.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39972999757650995, 39.44306182797602], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39972999757650995, 'lat': 39.44306182797602}"
493,CEMENTERIO MASARROCHOS 2,1712,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1712.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40728500515524346, 39.54386138821092], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40728500515524346, 'lat': 39.54386138821092}"
495,C/ CONDE LUMIARES / FALCONS,1516,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1516.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37278500145604615, 39.49472427281233], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37278500145604615, 'lat': 39.49472427281233}"
496,"CEMENTERIO BENIMAMET, 3",1812,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1812.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.42391601150691743, 39.506820677836856], 'type': 'Point'}, 'properties': {}}","{'lon': -0.42391601150691743, 'lat': 39.506820677836856}"
501,C/ FILIPINAS,218,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/218.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3792280000639504, 39.45803499983518], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3792280000639504, 'lat': 39.45803499983518}"
506,PARQUE MARCHALENES 3ª ( CASA JARDINERIA COLUMPIOS ),524,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/524.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38258799917476993, 39.487621306230636], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38258799917476993, 'lat': 39.487621306230636}"
511,José Maria Mortes lerma /Virgen de la Cabeza,825,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/825.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3983350095308689, 39.4629478450086], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3983350095308689, 'lat': 39.4629478450086}"
512,CEMENTERIO MASARROCHOS 3ª,1717,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1717.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4070949854237446, 39.543262480000564], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4070949854237446, 'lat': 39.543262480000564}"
520,AVDA. ECUADOR PASEO JARDIN FINAL IZDA- BENICALAP NORTE,1631,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1631.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38868701381355514, 39.4994659415064], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38868701381355514, 'lat': 39.4994659415064}"
522,"AV.JOSE ROCA COLL-C/LA VALL D,UIXO",828,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/828.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39788201385139516, 39.458091735276575], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39788201385139516, 'lat': 39.458091735276575}"
524,VICENTE CLAVEL-AV. JOSE ROCA COLL,830,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/830.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.398898005544912, 39.460407256331465], 'type': 'Point'}, 'properties': {}}","{'lon': -0.398898005544912, 'lat': 39.460407256331465}"
526,SALABERT-MARQUES D´ELX,836,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/836.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39370998727757156, 39.46235656616469], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39370998727757156, 'lat': 39.46235656616469}"
713,VILLAR DEL ARZOBISPO-CARMEN FERRES,469,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/469.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3989520065896885, 39.483581542050175], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3989520065896885, 'lat': 39.483581542050175}"
721,PLAZA DE COVADONGA,508,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/508.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3783909973157869, 39.48657226480784], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3783909973157869, 'lat': 39.48657226480784}"
722,PLAZA PROFESOR TIERNO GALVAN,511,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/511.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3713169990351936, 39.488845824185695], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3713169990351936, 'lat': 39.488845824185695}"
725,PASEO MARITIMO SALER IZQUIERDA 2,1937,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1937.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.32617300783327435, 39.385341643065736], 'type': 'Point'}, 'properties': {}}","{'lon': -0.32617300783327435, 'lat': 39.385341643065736}"
727,CEMENTERIO GENERAL SEC 3.DCHA,C072,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C072.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3968580065761908, 39.44820022497644], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3968580065761908, 'lat': 39.44820022497644}"
728,CEMENTERIO GENERAL SECC. 12,C086,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C086.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4019240130977732, 39.44913864025339], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4019240130977732, 'lat': 39.44913864025339}"
731,FERNANDO EL CATOLICO 54,321,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/321.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38696798572049246, 39.47305297727875], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38696798572049246, 'lat': 39.47305297727875}"
741,CASTELLONET-ALFARA DEL PATRIARCA,1638,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1638.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3854039898119087, 39.492584227874474], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3854039898119087, 'lat': 39.492584227874474}"
745,CEMENTERIO GENERAL SECC. 16,C070,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C070.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4018729927741078, 39.44972228999903], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4018729927741078, 'lat': 39.44972228999903}"
748,PARQUE DE CABECERA N 3-BAJO PUENTE BIOPARC ( DERECHA ),458,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/458.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4085919851653084, 39.477813719573305], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4085919851653084, 'lat': 39.477813719573305}"
753,CEMENTERIO GENERAL SEC 3.DCHA,C073,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C073.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.396786988113951, 39.448875426220454], 'type': 'Point'}, 'properties': {}}","{'lon': -0.396786988113951, 'lat': 39.448875426220454}"
755,CEMENTERIO GENERAL SEC. 1 DCHA,C087,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C087.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39669099521219897, 39.44763183469524], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39669099521219897, 'lat': 39.44763183469524}"
761,TRAMO X-XI PTE ARAGON/PALAU MUSICA,209,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/209.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3615050005548499, 39.468242644664905], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3615050005548499, 'lat': 39.468242644664905}"
664,TRAMO IV-V COLUMPIOS,336,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/336.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38813000824831495, 39.479263304242686], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38813000824831495, 'lat': 39.479263304242686}"
769,CEMENTERIO GENERAL SEC 20-11,C131,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C131.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3995999990344127, 39.443870543439346], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3995999990344127, 'lat': 39.443870543439346}"
770,CEMENTERIO GENERAL SEC 20-12,C132,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C132.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.398880005237847, 39.44361114449971], 'type': 'Point'}, 'properties': {}}","{'lon': -0.398880005237847, 'lat': 39.44361114449971}"
772,PLAZA DEL PILAR,134,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/134.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.382833987836083, 39.47142028812331], 'type': 'Point'}, 'properties': {}}","{'lon': -0.382833987836083, 'lat': 39.47142028812331}"
775,CEMENTERIO GENERAL SECC.19-39,C039,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C039.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39971598985476603, 39.45096969491937], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39971598985476603, 'lat': 39.45096969491937}"
778,FRANCISCO DE A. BOSCH ARIÑO (CATEDRATIC),1232,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1232.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35106500933248136, 39.46424484176423], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35106500933248136, 'lat': 39.46424484176423}"
780,BILBAO-FILOLOGO SANELO ( FRENTE N 9 ),535,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/535.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3737199898148601, 39.485740660786206], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3737199898148601, 'lat': 39.485740660786206}"
781,AVDA. SUECIA/AMADEO DE SABOYA,617,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/617.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3596560064928804, 39.47336196807246], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3596560064928804, 'lat': 39.47336196807246}"
783,C/ BENEFICENCIA,142,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/142.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.382336000378981, 39.47941199906512], 'type': 'Point'}, 'properties': {}}","{'lon': -0.382336000378981, 'lat': 39.47941199906512}"
785,ENTRADA CASA DANIEL (POBLE NOU),1703,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1703.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38570299738726876, 39.5068397515303], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38570299738726876, 'lat': 39.5068397515303}"
791,CEMENTERIO CAMPANAR 3ª,415,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/415.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40501800146562933, 39.48353958013374], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40501800146562933, 'lat': 39.48353958013374}"
792,CEMENTERIO GENERAL SECC. 19-48,C048,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C048.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40057501182847643, 39.45008468589169], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40057501182847643, 'lat': 39.45008468589169}"
796,TRAMO VII CAMPO FUTBOL (PONT DE FUSTA),131,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/131.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37375700009590046, 39.47985299858056], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37375700009590046, 'lat': 39.47985299858056}"
798,CEMENTERIO CAMPANAR 1º,413,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/413.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40551000832400563, 39.48331832796559], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40551000832400563, 'lat': 39.48331832796559}"
801,AV. BURJASSOT 28,503,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/503.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38327699852894803, 39.48382949788119], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38327699852894803, 'lat': 39.48382949788119}"
643,"VIRGEN DE LA CABEZA-LA VALL D,UIXO",834,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/834.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3964250087967573, 39.45893859828191], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3964250087967573, 'lat': 39.45893859828191}"
648,PLAZA MIGUEL CATALÁ GOMIS,929,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/929.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38963898925215057, 39.443199156494224], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38963898925215057, 'lat': 39.443199156494224}"
649,SORIA/BULEVAR SUR,930,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/930.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38779398775632123, 39.446002959413015], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38779398775632123, 'lat': 39.446002959413015}"
650,"CEMENTERIO GENERAL, SECC. 19-21",C021,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C021.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39870199464766054, 39.44998550370213], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39870199464766054, 'lat': 39.44998550370213}"
653,JARDINES CASTILLO JERICA (LA TORRE),1933,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1933.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39320099300907696, 39.43534088109483], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39320099300907696, 'lat': 39.43534088109483}"
657,CEMENTERIO GENERAL SECC. 19-46,C046,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C046.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4004060025630795, 39.45043182334072], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4004060025630795, 'lat': 39.45043182334072}"
